;current_year_rank;previous_year_rank;Details;INT’L_revenue_21_Millions;TOTAL_revenue_millionsUSD;2021_NEWCONTRACTS_MIL;GEN_Building;Manufacturing;Power;Water_Supply;Sewer/Waste;Industrial/Petrolium;Transportation;Hazardous_Waste;Telecom;Tag;Firm;City;Country;Year
442;193;**;JIANGSU ZHONGNAN CONSTR. INDUSTRY GROUP CO. LTD., Haimen, China†;155.7;19493.4;27754.2;100;0;0;0;0;0;0;0;0;Y;JIANGSU ZHONGNAN CONSTR. INDUSTRY GROUP CO. LTD.;Haimen;China;2021
443;194;208;JIANGXI CONSTRUCTION ENG'G (GROUP) CORP . LTD., Nanchang, China†;153.0;7493.9;11770.0;18;0;0;0;0;1;82;0;0;Y;JIANGXI CONSTRUCTION ENG'G (GROUP) CORP . LTD.;Nanchang;China;2021
444;195;**;RAMBOLL GROUP A/S, Copenhagen, Denmark ;147.5;147.5;114.7;0;5;0;3;4;51;0;36;0;N;RAMBOLL GROUP A/S;Copenhagen;Denmark;2021
445;196;**;HASKELL, Jacksonville, Fla., U.S.A.†;144.2;1075.4;NA;0;4;0;0;0;94;2;0;0;Y;HASKELL; Jacksonville,Fla.;U.S.A.;2021
446;197;140;CHINA TRIUMPH INTERNATIONAL ENGINEERING CO. LTD., Shanghai, China†;143.0;1704.1;1875.2;0;0;56;0;0;44;0;0;0;Y;CHINA TRIUMPH INTERNATIONAL ENGINEERING CO. LTD.;Shanghai;China;2021
447;198;**;USTAY YAPI TAAHHUT VE TICARET AS, Istanbul, Turkey†;139.7;162.9;157.0;0;0;0;0;0;100;0;0;0;Y;USTAY YAPI TAAHHUT VE TICARET AS;Istanbul;Turkey;2021
448;199;167;TIANYUAN CONSTRUCTION GROUP CO. LTD., Linyi, China†;134.9;134.9;134.9;100;0;0;0;0;0;0;0;0;Y;TIANYUAN CONSTRUCTION GROUP CO. LTD.;Linyi;China;2021
449;200;207;CHONGQING INTERNATIONAL CONSTRUCTION CORP ., Chongqing, China†;133.6;463.1;736.2;6;0;0;20;0;0;75;0;0;Y;CHONGQING INTERNATIONAL CONSTRUCTION CORP .;Chongqing;China;2021
450;201;197;YENIGUN INSAAT SANAYI VE TICARET AS, Ankara, Turkey ;130.1;138.3;142.1;64;0;2;0;0;0;34;0;0;N;YENIGUN INSAAT SANAYI VE TICARET AS;Ankara;Turkey;2021
451;202;204;CHINA GANSU INT’L CORP . FOR ECON. AND TECH. COOP ., Lanzhou, China†;125.9;198.5;400.7;49;0;0;6;0;21;24;0;0;Y;CHINA GANSU INT’L CORP . FOR ECON. AND TECH. COOP .;Lanzhou;China;2021
452;203;166;SUMMA TURIZM YATIRIMCILIGI AS, Ankara, Turkey†;122.7;122.7;532.0;85;0;0;0;0;0;15;0;0;Y;SUMMA TURIZM YATIRIMCILIGI AS;Ankara;Turkey;2021
453;204;212;GAMA, Ankara, Turkey†;122.5;156.9;NA;0;0;89;0;0;11;0;0;0;Y;GAMA;Ankara;Turkey;2021
454;205;217;NATA INSAAT TURZ. TASIMACILIK TIC. VE SAN. AS, Ankara, Turkey ;116.0;523.6;292.0;0;0;0;0;0;0;100;0;0;N;NATA INSAAT TURZ. TASIMACILIK TIC. VE SAN. AS;Ankara;Turkey;2021
455;206;219;CENGIZ CONSTRUCTION INDUSTRY & TRADE CO. INC., Istanbul, Turkey ;116.0;833.9;995.0;0;0;0;0;0;0;100;0;0;N;CENGIZ CONSTRUCTION INDUSTRY & TRADE CO. INC.;Istanbul;Turkey;2021
456;207;**;GREENLAND INFRA. CONSTR. GROUP CO. LTD., Shanghai, China†;112.3;43653.5;88397.5;44;0;0;0;0;37;18;0;0;Y;GREENLAND INFRA. CONSTR. GROUP CO. LTD.;Shanghai;China;2021
457;208;224;PERNIX GROUP INC., Lombard, Ill., U.S.A.†;111.7;389.4;209.6;92;0;8;0;0;0;0;0;0;Y;PERNIX GROUP INC.; Lombard,Ill.;U.S.A.;2021
458;209;**;TATA PROJECTS LTD., Secunderabad, India†;104.2;1644.9;1185.9;0;0;85;0;0;12;0;0;0;Y;TATA PROJECTS LTD.;Secunderabad;India;2021
459;210;**;ZHENGTAI GROUP CO. LTD., Taizhou, Jiangsu, China ;100.5;1103.5;1828.5;54;0;0;46;0;0;0;0;0;N;ZHENGTAI GROUP CO. LTD.; Taizhou,Jiangsu;China;2021
460;211;**;NANTONG SI JIAN CONSTRUCTION GROUP CO. LTD., Nantong City, China†;100.5;8577.1;7115.4;100;0;0;0;0;0;0;0;0;Y;NANTONG SI JIAN CONSTRUCTION GROUP CO. LTD.;Nantong City;China;2021
461;212;**;MBD INSAAT SANAYI VE TICARET AS, Ankara, Turkey†;95.5;134.6;134.6;66;0;4;10;10;0;10;0;0;Y;MBD INSAAT SANAYI VE TICARET AS;Ankara;Turkey;2021
462;213;210;SICHUAN ROAD AND BRIDGE (GROUP) CO. LTD., Chengdu, China†;92.0;7147.7;5721.6;0;0;0;0;0;0;100;0;0;Y;SICHUAN ROAD AND BRIDGE (GROUP) CO. LTD.;Chengdu;China;2021
463;214;**;THE BECK GROUP , Dallas, Texas, U.S.A. ;90.0;1003.8;439.8;100;0;0;0;0;0;0;0;0;N;THE BECK GROUP; Dallas,Texas;U.S.A.;2021
464;215;**;FEKA INSAAT SANAYI TICARET AS, Izmir, Turkey ;89.0;92.4;125.6;16;0;39;2;0;0;41;0;0;N;FEKA INSAAT SANAYI TICARET AS;Izmir;Turkey;2021
465;216;**;WSP GLOBAL INC., Montreal, Quebec, Canada†;84.8;84.8;NA;0;0;0;0;0;0;0;0;0;Y;WSP GLOBAL INC.; Montreal,Quebec;Canada;2021
466;217;**;CHINA DALIAN INT’L ECON. & TECH. COOP . GROUP CO. LTD., Dalian, China ;84.7;115.7;386.4;100;0;0;0;0;0;0;0;0;N;CHINA DALIAN INT’L ECON. & TECH. COOP . GROUP CO. LTD.;Dalian;China;2021
467;218;**;SOUTHLAND HOLDINGS LLC, Roanoke, Texas, U.S.A.†;79.8;1175.0;1801.0;0;0;0;51;6;0;43;0;0;Y;SOUTHLAND HOLDINGS LLC; Roanoke,Texas;U.S.A.;2021
468;219;202;SHANDONG KERUI PETROLEUM EQUIP . CO. LTD., Dongying, China ;79.7;156.4;50.0;0;0;0;0;0;100;0;0;0;N;SHANDONG KERUI PETROLEUM EQUIP . CO. LTD.;Dongying;China;2021
469;220;**;ENERGOPROJEKT HOLDING PLC, Belgrade, Serbia†;79.7;204.4;119.5;66;0;1;0;0;0;33;0;0;Y;ENERGOPROJEKT HOLDING PLC;Belgrade;Serbia;2021
470;221;**;CHINA ALUMINUM INTERNATIONAL ENG’G CORP . LTD., Beijing, China†;75.8;3303.5;5739.0;12;29;0;15;0;44;0;0;0;Y;CHINA ALUMINUM INTERNATIONAL ENG’G CORP . LTD.;Beijing;China;2021
471;222;**;IRIS INSAAT TURIZM SANAYI VE TICARET AS, Istanbul, Turkey ;75.5;79.9;106.1;0;0;0;0;0;0;96;0;0;N;IRIS INSAAT TURIZM SANAYI VE TICARET AS;Istanbul;Turkey;2021
472;223;**;SMK GROUP , Ankara, Turkey ;75.4;79.1;97.0;19;0;24;24;0;32;0;0;0;N;SMK GROUP;Ankara;Turkey;2021
473;224;**;EGYPTIAN MAINTENANCE CO. (EMC), New Cairo, Egypt ;74.6;314.7;419.5;0;0;14;10;0;74;2;0;0;N;EGYPTIAN MAINTENANCE CO. (EMC);New Cairo;Egypt;2021
474;225;**;MATRIX SERVICE CO., Tulsa, Okla., U.S.A.†;72.4;794.4;NA;0;0;0;0;0;100;0;0;0;Y;MATRIX SERVICE CO.; Tulsa,Okla.;U.S.A.;2021
475;226;225;THE WALSH GROUP , Chicago, Ill., U.S.A. ;72.1;5379.0;4988.0;64;0;0;0;15;0;20;0;1;N;THE WALSH GROUP; Chicago,Ill.;U.S.A.;2021
476;227;**;VELESSTROY LLC, Moscow, Russia ;71.0;1596.0;1048.0;0;0;0;0;0;100;0;0;0;N;VELESSTROY LLC;Moscow;Russia;2021
477;228;**;CHINA BENGBU INT’L TECH. & ECON. COOP . LTD., Hefei, Anhui, China ;70.1;70.1;78.0;0;0;0;1;0;0;99;0;0;N;CHINA BENGBU INT’L TECH. & ECON. COOP . LTD.; Hefei,Anhui;China;2021
478;229;**;IRCON INTERNATIONAL LTD., New Delhi, India ;68.4;609.1;540.1;0;0;0;0;0;0;100;0;0;N;IRCON INTERNATIONAL LTD.;New Delhi;India;2021
479;230;192;BARNARD CONSTRUCTION CO. INC., Bozeman, Mont., U.S.A.†;68.3;1443.6;910.8;0;0;98;2;0;0;0;0;0;Y;BARNARD CONSTRUCTION CO. INC.; Bozeman,Mont.;U.S.A.;2021
480;231;**;ECC, Burlingame, Calif., U.S.A.†;63.1;506.1;1544.0;25;0;1;0;0;24;26;23;0;Y;ECC; Burlingame,Calif.;U.S.A.;2021
481;232;**;JIANGSU NANTONG NO.2 CONSTRUCTION, Qidong, Jiangsu, China†;61.7;13232.3;9473.2;83;0;0;0;11;0;6;0;0;Y;JIANGSU NANTONG NO.2 CONSTRUCTION; Qidong,Jiangsu;China;2021
482;233;**;UNITED E&C INC., Piscataway, N.J., U.S.A. ;60.8;509.1;494.7;0;0;100;0;0;0;0;0;0;N;UNITED E&C INC.; Piscataway,N.J.;U.S.A.;2021
483;234;**;BOTHAR GROUP PTY LTD., Wakerley, Queensland, Australia†;60.6;84.2;90.2;0;0;0;0;91;9;0;0;0;Y;BOTHAR GROUP PTY LTD.; Wakerley,Queensland;Australia;2021
484;235;**;GOLDER, Palm Beach Gardens, Fla., U.S.A.†;60.0;80.3;21.5;2;0;2;0;3;30;0;1;0;Y;GOLDER; Palm Beach Gardens,Fla.;U.S.A.;2021
485;1;1;ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, Madrid, Spain†;38950.3;45016.0;44242.0;35;1;7;3;1;7;30;0;5;Y;ACS; ACTIVIDADES DE CONSTRUCCION Y SERVICIOS,Madrid;Spain;2020
486;2;2;HOCHTIEF AKTIENGESELLSCHAFT, Essen, Germany†;29303.0;30243.0;32544.0;44;1;2;0;1;4;26;0;6;Y;HOCHTIEF AKTIENGESELLSCHAFT;Essen;Germany;2020
487;3;4;VINCI, Rueil-Malmaison, France†;24499.0;54574.0;24264.0;6;0;19;2;0;5;40;1;11;Y;VINCI;Rueil-Malmaison;France;2020
488;4;3;CHINA COMMUNICATIONS CONSTRUCTION GRP . LTD., Beijing, China†;23303.8;89506.1;36564.8;10;2;0;3;3;0;82;0;0;Y;CHINA COMMUNICATIONS CONSTRUCTION GRP . LTD.;Beijing;China;2020
489;5;6;BOUYGUES, Paris, France†;17142.0;33225.0;15476.0;26;1;5;0;0;2;58;1;2;Y;BOUYGUES;Paris;France;2020
490;6;5;STRABAG SE, Vienna, Austria†;15659.4;18668.6;15821.5;34;0;0;4;2;6;53;0;0;Y;STRABAG SE;Vienna;Austria;2020
491;7;7;POWER CONSTRUCTION CORP . OF CHINA, Beijing, China†;14715.9;57009.3;36818.0;7;0;63;5;1;1;22;0;0;Y;POWER CONSTRUCTION CORP . OF CHINA;Beijing;China;2020
492;8;9;CHINA STATE CONSTRUCTION ENGINEERING CORP ., Beijing, China†;14143.3;180354.6;25360.4;76;0;2;1;0;1;20;0;0;Y;CHINA STATE CONSTRUCTION ENGINEERING CORP .;Beijing;China;2020
493;9;8;SKANSKA AB, Stockholm, Sweden†;12881.3;16116.4;11556.5;45;5;5;2;1;3;39;0;0;Y;SKANSKA AB;Stockholm;Sweden;2020
494;10;11;TECHNIPFMC, London, U.K.†;12852.2;13409.0;18047.8;0;0;0;0;0;100;0;0;0;Y;TECHNIPFMC;London;U.K.;2020
495;11;10;FERROVIAL, Madrid, Spain†;12064.8;15714.0;17169.6;24;0;10;5;7;0;49;0;0;Y;FERROVIAL;Madrid;Spain;2020
496;12;14;CHINA RAILWAY CONSTRUCTION CORP . LTD., Beijing, China†;8205.0;123427.0;38721.0;26;0;2;3;0;0;64;0;0;Y;CHINA RAILWAY CONSTRUCTION CORP . LTD.;Beijing;China;2020
497;13;18;CHINA RAILWAY GROUP LTD., Beijing, China†;6571.7;154905.3;17858.7;11;3;0;0;0;0;55;0;0;Y;CHINA RAILWAY GROUP LTD.;Beijing;China;2020
498;14;15;HYUNDAI ENGINEERING & CONSTRUCTION CO., Seoul, South Korea ;6300.0;15165.6;4015.0;5;7;23;0;1;34;31;0;0;N;HYUNDAI ENGINEERING & CONSTRUCTION CO.;Seoul;South Korea;2020
499;15;23;CHINA ENERGY ENGINEERING CORP . LTD., Beijing, China†;5325.2;27000.9;19840.4;12;0;68;10;0;4;3;0;0;Y;CHINA ENERGY ENGINEERING CORP . LTD.;Beijing;China;2020
500;16;13;BECHTEL, Reston, Va., U.S.A.†;5277.0;15891.0;840.0;0;0;0;4;0;41;54;0;0;Y;BECHTEL; Reston,Va.;U.S.A.;2020
501;17;26;EIFFAGE, Velizy-Villacoublay, France†;5203.0;17426.0;4000.0;29;10;20;4;0;11;24;1;1;Y;EIFFAGE;Velizy-Villacoublay;France;2020
502;18;22;TECNICAS REUNIDAS SA,  Madrid, Spain†;5119.3;5252.8;4423.8;0;0;7;0;0;93;0;0;0;Y;TECNICAS REUNIDAS SA;Madrid;Spain;2020
503;19;16;WEBUILD SPA, Milan, Italy†;4980.5;5968.3;8679.8;13;0;0;20;7;0;52;0;9;Y;WEBUILD SPA;Milan;Italy;2020
504;20;21;PETROFAC LTD., Jersey, U.K.†;4965.9;4965.9;2588.3;0;0;1;0;0;99;0;0;0;Y;PETROFAC LTD.;Jersey;U.K.;2020
505;21;20;ROYAL BAM GROUP NV, Bunnik, Utrecht, Netherlands†;4883.0;8083.0;NA;61;0;0;0;0;0;39;0;0;Y;ROYAL BAM GROUP NV; Bunnik,Utrecht;Netherlands;2020
506;22;29;CHINA NATIONAL CHEMICAL ENG’G GROUP CORP . LTD., Beijing, China†;4478.3;16735.3;22639.6;17;1;15;0;0;58;8;0;0;Y;CHINA NATIONAL CHEMICAL ENG’G GROUP CORP . LTD.;Beijing;China;2020
507;23;33;RENAISSANCE CONSTRUCTION, Ankara, Turkey†;4374.4;5700.0;2651.0;42;0;17;0;0;11;20;1;0;Y;RENAISSANCE CONSTRUCTION;Ankara;Turkey;2020
508;24;30;OBAYASHI CORP ., Minato-ku, Tokyo, Japan†;4323.0;17937.0;4323.0;34;0;2;16;7;0;31;0;0;Y;OBAYASHI CORP .; Minato-ku,Tokyo;Japan;2020
509;25;19;CHINA NATIONAL MACHINERY INDUSTRY CORP ., Beijing, China†;4313.5;7501.1;3952.4;8;6;59;9;0;6;7;0;0;Y;CHINA NATIONAL MACHINERY INDUSTRY CORP .;Beijing;China;2020
510;26;17;CONSOLIDATED CONTRACTORS GROUP , Athens, Attica, Greece†;4152.3;4152.3;1757.2;23;0;2;1;0;44;28;0;0;Y;CONSOLIDATED CONTRACTORS GROUP; Athens,Attica;Greece;2020
511;27;25;LARSEN & TOUBRO LTD., Chennai, Tamil Nadu, India†;4094.5;16055.5;6526.0;7;3;35;1;2;32;20;0;0;Y;LARSEN & TOUBRO LTD.; Chennai,Tamil Nadu;India;2020
512;28;41;MCDERMOTT INTERNATIONAL, Houston, Texas, U.S.A.†;4007.0;8433.0;NA;0;0;0;0;0;89;0;0;0;Y;MCDERMOTT INTERNATIONAL; Houston,Texas;U.S.A.;2020
513;29;36;KAJIMA CORP ., Tokyo, Japan†;3790.1;16419.3;4582.1;76;15;0;0;1;5;3;0;1;Y;KAJIMA CORP .;Tokyo;Japan;2020
514;30;32;ACCIONA INFRAESTRUCTURAS, Alcobendas, Madrid, Spain†;3785.3;5605.9;4644.6;10;3;15;18;1;2;51;0;0;Y;ACCIONA INFRAESTRUCTURAS; Alcobendas,Madrid;Spain;2020
515;31;28;LENDLEASE, Barangaroo, NSW, Australia†;3778.6;7739.4;3851.8;96;2;0;0;0;0;0;0;2;Y;LENDLEASE; Barangaroo,NSW;Australia;2020
516;32;35;PORR AG, Vienna, Austria ;3770.0;6756.0;3545.0;50;0;0;0;0;0;50;0;0;N;PORR AG;Vienna;Austria;2020
517;33;45;SAMSUNG ENGINEERING CO. LTD., Seoul, South Korea†;3460.4;5464.1;4523.5;0;15;0;0;13;72;0;0;0;Y;SAMSUNG ENGINEERING CO. LTD.;Seoul;South Korea;2020
518;34;43;CHINA PETROLEUM ENGINEERING CO. LTD., Beijing, China†;3337.1;8898.3;3715.7;0;0;0;1;0;99;0;0;0;Y;CHINA PETROLEUM ENGINEERING CO. LTD.;Beijing;China;2020
519;35;34;PCL CONSTRUCTION, Denver, Colo., U.S.A.†;3249.9;6321.2;3921.4;73;1;3;0;1;11;11;0;0;Y;PCL CONSTRUCTION; Denver,Colo.;U.S.A.;2020
520;36;27;SAMSUNG C&T CORP ., Seoul, South Korea ;3220.5;9963.4;4409.0;22;22;11;7;0;0;37;0;0;N;SAMSUNG C&T CORP .;Seoul;South Korea;2020
521;37;38;FCC SA, Madrid, Spain†;3146.4;7026.0;1151.5;4;0;0;14;43;0;26;0;0;Y;FCC SA;Madrid;Spain;2020
522;38;42;ORASCOM CONSTRUCTION PLC, Dubai, U.A.E. ;3136.4;3184.0;3550.3;62;0;8;1;2;1;16;0;5;N;ORASCOM CONSTRUCTION PLC;Dubai;U.A.E.;2020
523;39;39;MAIRE TECNIMONT SPA, Milan, Italy†;3051.6;3184.0;2556.2;0;0;1;0;0;99;0;0;0;Y;MAIRE TECNIMONT SPA;Milan;Italy;2020
524;40;40;HYUNDAI ENGINEERING CO. LTD., Seoul, South Korea ;2972.5;5834.6;4764.1;3;9;28;-1;1;43;16;0;0;N;HYUNDAI ENGINEERING CO. LTD.;Seoul;South Korea;2020
525;41;44;CHINA METALLURGICAL GROUP CORP ., Beijing, China†;2851.2;43558.9;5667.5;27;0;6;1;0;55;10;0;0;Y;CHINA METALLURGICAL GROUP CORP .;Beijing;China;2020
526;42;48;SACYR, Madrid, Spain†;2717.1;4545.5;2304.0;11;1;1;4;2;2;80;0;0;Y;SACYR;Madrid;Spain;2020
527;43;37;CIMIC GROUP LTD., Sydney, NSW, Australia†;2600.4;11943.9;1691.2;26;0;4;1;3;1;22;0;0;Y;CIMIC GROUP LTD.; Sydney,NSW;Australia;2020
528;44;24;GS ENGINEERING & CONSTRUCTION, Seoul, South Korea†;2600.2;8820.2;2564.5;0;20;4;10;1;49;16;0;0;Y;GS ENGINEERING & CONSTRUCTION;Seoul;South Korea;2020
529;45;31;JGC HOLDINGS CORP ., Yokohama, Japan†;2581.0;4268.0;554.0;1;0;0;0;0;99;0;0;0;Y;JGC HOLDINGS CORP .;Yokohama;Japan;2020
530;46;46;MOTA-ENGIL, Porto, Portugal†;2414.0;3181.0;2428.0;7;0;4;5;2;4;79;0;0;Y;MOTA-ENGIL;Porto;Portugal;2020
531;47;49;OBRASCON HUARTE LAIN SA, Madrid, Spain†;2390.5;3313.5;1657.0;16;1;0;5;0;5;72;0;0;Y;OBRASCON HUARTE LAIN SA;Madrid;Spain;2020
532;48;64;BESIX, Brussels, Belgium†;2386.1;3729.6;2060.0;70;0;0;6;3;0;21;0;0;Y;BESIX;Brussels;Belgium;2020
533;49;47;CHIYODA CORP ., Yokohama Minatomirai, Japan ;2323.3;3546.1;771.9;0;0;0;0;0;100;0;0;0;N;CHIYODA CORP .;Yokohama Minatomirai;Japan;2020
534;50;52;ROYAL BOSKALIS WESTMINSTER NV, Papendrecht, Netherlands†;2268.0;2962.0;3026.0;0;0;26;0;0;38;15;0;0;Y;ROYAL BOSKALIS WESTMINSTER NV;Papendrecht;Netherlands;2020
535;51;57;JAN DE NUL GROUP (SOFIDRA SA), Capellen, Luxembourg†;2211.0;2245.0;3778.0;7;0;0;0;3;4;12;0;0;Y;JAN DE NUL GROUP (SOFIDRA SA);Capellen;Luxembourg;2020
536;52;58;DANIELI & C. O.M. SPA, Buttrio ( UD ), Italy†;2188.0;2303.0;2480.0;0;0;0;0;0;100;0;0;0;Y;DANIELI & C. O.M. SPA;Buttrio ( UD );Italy;2020
537;53;62;SHAPOORJI PALLONJI & CO. PVT. LTD., Mumbai, Maharashtra, India†;2021.8;6845.1;1874.0;86;0;5;0;0;0;10;0;0;Y;SHAPOORJI PALLONJI & CO. PVT. LTD.; Mumbai,Maharashtra;India;2020
538;54;51;SINOMA INTERNATIONAL ENGINEERING CO. LTD., Beijing, China†;1903.2;2981.4;2498.5;1;91;1;0;0;4;3;0;0;Y;SINOMA INTERNATIONAL ENGINEERING CO. LTD.;Beijing;China;2020
539;55;50;WOOD, Aberdeen, Scotland, U.K. ;1842.0;2270.0;NA;5;0;8;0;0;87;0;0;0;N;WOOD; Aberdeen,Scotland;U.K.;2020
540;56;98;KBR INC., Houston, Texas, U.S.A.†;1769.0;2309.0;NA;62;0;0;13;0;4;22;0;0;Y;KBR INC.; Houston,Texas;U.S.A.;2020
541;57;53;SNC-LAVALIN INC., Montreal, Quebec, Canada†;1749.1;3095.9;NA;2;0;32;3;0;52;11;0;0;Y;SNC-LAVALIN INC.; Montreal,Quebec;Canada;2020
542;58;56;QINGJIAN GROUP CO. LTD., Qingdao, Shandong, China†;1745.2;9444.2;853.5;94;0;0;1;4;0;0;0;0;Y;QINGJIAN GROUP CO. LTD.; Qingdao,Shandong;China;2020
543;59;55;DAEWOO ENGINEERING AND CONSTRUCTION CO., Seoul, South Korea ;1711.6;6989.1;5242.4;4;0;9;3;0;59;24;0;0;N;DAEWOO ENGINEERING AND CONSTRUCTION CO.;Seoul;South Korea;2020
544;60;102;WORLEY LTD., North Sydney, NSW, Australia ;1698.0;1702.0;4608.2;0;0;0;0;0;99;0;0;1;N;WORLEY LTD.; North Sydney,NSW;Australia;2020
545;61;67;LIMAK INSAAT SANAYI VE TICARET AS, Ankara, Turkey ;1584.0;2944.0;500.0;6;0;2;9;0;0;78;0;0;N;LIMAK INSAAT SANAYI VE TICARET AS;Ankara;Turkey;2020
546;62;54;CITIC CONSTRUCTION CO. LTD., Beijing, China ;1552.8;2342.8;1293.5;14;0;55;0;0;8;22;0;0;N;CITIC CONSTRUCTION CO. LTD.;Beijing;China;2020
547;63;75;CHINA ZHONGYUAN ENGINEERING CORP ., Beijing, China ;1525.5;1525.5;NA;0;0;100;0;0;0;0;0;0;N;CHINA ZHONGYUAN ENGINEERING CORP .;Beijing;China;2020
548;64;68;ABENGOA, Seville, Spain†;1520.0;1671.0;1063.0;5;0;69;22;1;0;3;0;0;Y;ABENGOA;Seville;Spain;2020
549;65;69;TEKFEN CONSTRUCTION & INSTALLATION CO. INC. , Istanbul,Turkey†;1464.0;1858.0;506.0;5;0;0;0;0;35;60;0;0;Y;TEKFEN CONSTRUCTION & INSTALLATION CO. INC.;Istanbul;Turkey;2020
550;66;**;TOYO ENGINEERING CORP ., Narashino-shi, Chiba, Japan†;1447.2;2045.1;757.3;0;0;3;0;0;96;1;0;0;Y;TOYO ENGINEERING CORP .; Narashino-shi,Chiba;Japan;2020
551;67;66;PENTA-OCEAN CONSTRUCTION CO. LTD., Bunkyo-ku, Tokyo, Japan†;1419.2;4980.0;750.2;17;0;0;0;14;2;66;0;0;Y;PENTA-OCEAN CONSTRUCTION CO. LTD.; Bunkyo-ku,Tokyo;Japan;2020
552;68;61;SK ENGINEERING & CONSTRUCTION, Seoul, South Korea†;1410.4;7269.8;940.2;0;21;-4;4;0;67;12;0;0;Y;SK ENGINEERING & CONSTRUCTION;Seoul;South Korea;2020
553;69;59;VAN OORD N.V., Rotterdam, Netherlands†;1409.6;1841.1;NA;0;0;29;0;0;19;53;0;0;Y;VAN OORD N.V.;Rotterdam;Netherlands;2020
554;70;65;SINOPEC ENGINEERING (GROUP) CO. LTD., Beijing, China†;1407.5;7575.7;976.2;0;0;0;0;0;100;0;0;0;Y;SINOPEC ENGINEERING (GROUP) CO. LTD.;Beijing;China;2020
555;71;88;KIEWIT CORP ., Omaha, Neb., U.S.A.†;1262.3;9390.5;1576.9;1;0;8;0;0;53;37;0;0;Y;KIEWIT CORP .; Omaha,Neb.;U.S.A.;2020
556;72;70;AECOM, Los Angeles, Calif., U.S.A. ;1246.8;9880.5;NA;30;1;8;0;0;52;9;0;0;N;AECOM; Los Angeles,Calif.;U.S.A.;2020
557;73;74;CHINA GENERAL TECHNOLOGY (GROUP) HOLDING CO., Beijing, China†;1246.8;3978.8;3556.0;100;0;0;0;0;0;0;0;0;Y;CHINA GENERAL TECHNOLOGY (GROUP) HOLDING CO.;Beijing;China;2020
558;74;76;ED. ZUBLIN AG, Stuttgart, Germany†;1217.4;5164.6;NA;34;0;0;6;11;2;3;0;0;Y;ED. ZUBLIN AG;Stuttgart;Germany;2020
559;75;73;CTCI CORP ., Taipei, Taiwan†;1203.3;1736.8;751.7;0;4;20;0;2;69;5;0;0;Y;CTCI CORP .;Taipei;Taiwan;2020
560;76;104;ATLAS GROUP , Katy, Texas, U.S.A.†;1189.0;1227.0;560.3;100;0;0;0;0;0;0;0;0;Y;ATLAS GROUP; Katy,Texas;U.S.A.;2020
561;77;82;SHIMIZU CORP ., Tokyo, Japan†;1180.5;14024.5;1725.0;38;28;2;1;0;14;16;0;0;Y;SHIMIZU CORP .;Tokyo;Japan;2020
562;78;77;YAPI MERKEZI INSAAT VE SANAYI AS, Istanbul, Turkey†;1176.0;1390.1;10.6;0;0;0;0;4;0;96;0;0;Y;YAPI MERKEZI INSAAT VE SANAYI AS;Istanbul;Turkey;2020
563;79;72;TAKENAKA CORP ., Osaka, Japan†;1108.0;11335.0;1641.0;9;75;0;0;0;0;6;0;0;Y;TAKENAKA CORP .;Osaka;Japan;2020
564;80;87;ANT YAPI INDUSTRY & TRADE INC., Istanbul, Turkey†;1037.2;1088.8;1087.3;94;0;0;0;0;2;4;0;0;Y;ANT YAPI INDUSTRY & TRADE INC.;Istanbul;Turkey;2020
565;81;93;CHINA JIANGXI INT’L ECON. & TECH. COOP . CO., Nanchang, China†;1016.1;1095.2;1602.1;39;0;6;15;0;0;40;0;0;Y;CHINA JIANGXI INT’L ECON. & TECH. COOP . CO.;Nanchang;China;2020
566;82;89;ZHEJIANG CONSTRUCTION INVEST. GROUP CO., Hangzhou, China†;999.8;13904.4;646.8;92;0;0;0;0;5;3;0;0;Y;ZHEJIANG CONSTRUCTION INVEST. GROUP CO.;Hangzhou;China;2020
567;83;84;ARABIAN CONSTRUCTION CO. SAL, Beirut, Lebanon†;998.8;1048.2;355.6;81;0;5;1;0;4;0;0;0;Y;ARABIAN CONSTRUCTION CO. SAL;Beirut;Lebanon;2020
568;84;71;TAV CONSTRUCTION, Istanbul, Turkey ;995.3;1054.4;NA;23;0;0;0;0;0;77;0;0;N;TAV CONSTRUCTION;Istanbul;Turkey;2020
569;85;99;ZHONGMEI ENGINEERING GROUP LTD., Nanchang, Jiangxi, China ;987.8;987.8;1086.3;12;0;1;14;1;0;65;0;4;N;ZHONGMEI ENGINEERING GROUP LTD.; Nanchang,Jiangxi;China;2020
570;86;92;ENKA INSAAT VE SANAYI AS, Istanbul, Turkey†;966.8;1147.4;1424.7;29;0;41;0;0;27;3;0;0;Y;ENKA INSAAT VE SANAYI AS;Istanbul;Turkey;2020
571;87;85;IMPRESA PIZZAROTTI & C. SPA, Parma, Italy†;948.5;1454.5;380.0;67;0;0;0;0;0;33;0;0;Y;IMPRESA PIZZAROTTI & C. SPA;Parma;Italy;2020
572;88;94;BONATTI SPA, Parma, Italy†;946.0;987.0;850.0;2;0;0;0;0;98;0;0;0;Y;BONATTI SPA;Parma;Italy;2020
573;89;79;DAELIM INDUSTRIAL CO. LTD., Seoul, South Korea†;917.8;5464.2;152.2;0;0;14;4;0;44;38;0;1;Y;DAELIM INDUSTRIAL CO. LTD.;Seoul;South Korea;2020
